name
Matt Hamill
Joey Beltran
Rousimar Palhares
David Mitchell
Iliarde Santos
Mike Ricci
Yuri Villefort
Brandon Vera
Ryan Couture
Jared Hamman
Martin Kampmann
James Head
Ben Alloway
Mike Brown
Vinny Magalhaes
Bristol Marunde
Aaron Riley
John Albert
Roger Gracie
Dave Herman
Sean Pierson
John Maguire
Karlos Vemola
TJ Grant
Brian Bowles
John Cholish
Alan Belcher
Cheick Kongo
Leonard Garcia
Clifford Starks
Bart Palaszewski
Justin Lawrence
Philip De Fries
Pablo Garza
Antonio Carvalho
Issei Tamura
Reuben Duran
Wanderlei Silva
Brian Stann
Riki Fukuda
Josh Neer
Lavar Johnson
Anton Kuivanen
Matt Grice
Caros Fodor
Jorge Santiago
Terry Etim
Paul Sass
Josh Grispi
Jon Fitch
Jay Hieron
Jacob Volkmann
Vladimir Matyushenko
Mike Russow
Simeon Thoresen
Diego Nunes
Wagner Prado
Jonathan Brookins
Jared Papazian
Brendan Loughnane
Henry Martinez
Marcus LeVesseur
Mark Hominick
Chad Griggs
Matthew Riddle
Rich Franklin
Zhang Tiequan
Jeff Hougland
Stephan Bonnar
Luiz Cane
Aaron Simpson
Carlo Prater
Shane Roller
Dan Hardy
Che Mills
Duane Ludwig
DaMarques Johnson
Jason Young
Walel Watson
Ken Stone
Michihiro Omigawa
Damacio Page
Forrest Griffin
Tito Ortiz
John Alessio
Spencer Fisher
Ricardo Funch
Carlos Eduardo Rocha
Jake Hecht
Jason MacDonald
Kamal Shalorus
Jeff Curran
Mike Massenzio
Miguel Torres
Aaron Rosa
Mackens Semerzier
Norifumi Yamamoto
Steve Cantwell
Chris Cope
Christian Morecraft
Jorge Rivera
Eric Schafer
Daniel Roberts
Brock Lesnar
Junior Assuncao
Claude Patrick
Krzysztof Soszynski
Dennis Hallman
Rich Attonito
Jason Brilz
Nick Pace
Shamar Bailey
Clay Harvison
Cole Escovedo
Edward Faaloloto
Rob Broughton
Tyson Griffin
Eliot Marshall
Danny Downes
Kenny Florian
Matt Hughes
Ricardo Romero
Chris Lytle
Andre Winner
Joe Stevenson
Javier Vazquez
Shane Carwin
Tim Credeur
Kendall Grove
Randy Couture
Charlie Valencia
Ryan Jensen
Jon Madsen
Kris McCray
Sean McCorkle
Mario Miranda
Ricardo Almeida
Kurt Pellegrino
Rob Kimmons
Chris Tuchscherer
Antonio Banuelos
Paul Kelly
Paul Taylor
Tim Hague
Mike Guymon
Marcus Davis
Phil Baroni
Greg Soto
Joe Doerksen
Dustin Hazelett
Tyler Toner
Fredson Paixao
Gerald Harris
Brian Foster
Karo Parisyan
Goran Reljic
Nick Osipczak
Seth Petruzelli
Gilbert Yvel
James Wilks
James McSweeney
Matt Serra
Sean Sherk
John Gunderson
Tomasz Drwal
Forrest Petz
John Salter
Rodney Wallace
James Irvin
Steve Steinbeiss
Keith Jardine
Chuck Liddell
David Loiseau
Jesse Lennox
Jesse Forbes
Paul Daley
Kevin Ferguson
Jonathan Goulet
Yoshiyuki Yoshida
Brad Blackburn
Mostapha Al-Turk
Nate Quarry
Rob Emerson
Caol Uno
Rory Markham
Paul Buentello
Shannon Gugerty
Mark Coleman
Frank Trigg
Justin Buchholz
Kyle Bradley
Wilson Gouveia
Shane Nelson
Kevin Burns
Houston Alexander
Brock Larson
Jason Dent
Denis Kang
Rolando Delgado
Antoni Hardonk
Hermes Franca
Drew McFedries
Roger Huerta
Chris Wilson
Justin McCully
Marcus Aurelio
Jake O'Brien
Dale Hartt
David Bielkheden
Ryo Chonan
Carmelo Marrero
Tim McKenzie
Pete Sell
Jason Day
Luigi Fioravanti
Rich Clementi
Akihiro Gono
Christian Wellisch
Matt Arroyo
Jeremy Horn
Antonio Mendes
Nate Mohr
Dean Lister
Corey Hill
Eddie Sanchez
Jorge Gurgel
Alvin Robinson
Rameau Thierry Sokoudjou
Jason Lambert
Heath Herring
Luke Cummo
Evan Tanner
Marvin Eastman
Kazuhiro Nakamura
Travis Lutter
Kalib Starnes
Charles McCarthy
Kuniyoshi Hironaka
Tommy Speer
Tim Sylvia
David Heath
Terry Martin
Tony DeSouza
Renato Sobral
Jens Pulver
Rory Singer
Scott Smith
Elvis Sinosic
Drew Fickett
Jeff Monson
Ken Shamrock
Rob MacDonald
Nick Thompson
Trevor Prangley
Alex Karalexis
Matt Lindland
Mike Kyle
