,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,time
6497,1.0,0.0,30.0,28.0,0.0,2.0,2.0,1.0,2,13.0
2231,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,2,1.0
4126,1.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,2,2.0
4489,0.0,0.0,30.0,37.0,5.0,1.0,0.0,1.0,2,15.0
3011,1.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,2,1.0
1839,0.0,0.0,49.0,43.0,4.0,0.0,0.0,0.0,2,15.0
5733,1.0,0.0,40.0,11.0,2.0,2.0,0.0,4.0,2,15.0
4919,0.0,0.0,28.0,26.0,2.0,0.0,0.0,0.0,2,15.0
4476,2.0,0.0,49.0,43.0,1.0,0.0,0.0,0.0,1,14.0
5054,0.0,0.0,48.0,36.0,0.0,0.0,0.0,0.0,3,9.0
312,1.0,0.0,72.0,46.0,1.0,3.0,0.0,0.0,1,15.0
214,0.0,0.0,117.0,102.0,1.0,0.0,0.0,0.0,1,15.0
6812,0.0,0.0,55.0,38.0,8.0,3.0,0.0,4.0,2,15.0
4468,0.0,0.0,37.0,69.0,5.0,3.0,4.0,0.0,2,14.0
4878,1.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,2,2.0
6855,2.0,0.0,26.0,32.0,0.0,0.0,0.0,0.0,3,8.0
498,0.0,0.0,42.0,39.0,4.0,0.0,0.0,0.0,2,15.0
207,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3,1.0
1446,0.0,0.0,60.0,33.0,1.0,0.0,2.0,0.0,4,7.0
1144,1.0,0.0,18.0,7.0,2.0,0.0,0.0,0.0,1,7.0
2608,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2,1.0
877,0.0,0.0,147.0,81.0,0.0,0.0,0.0,0.0,2,9.0
2775,0.0,0.0,24.0,16.0,2.0,1.0,1.0,0.0,1,15.0
308,1.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,3,1.0
1867,0.0,0.0,2.0,11.0,0.0,1.0,1.0,0.0,3,2.0
6668,1.0,0.0,30.0,20.0,0.0,1.0,0.0,0.0,2,4.0
2006,0.0,0.0,139.0,88.0,2.0,0.0,0.0,0.0,1,15.0
2824,1.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,1,0.0
5495,0.0,0.0,70.0,20.0,3.0,1.0,0.0,0.0,1,15.0
1547,0.0,0.0,45.0,55.0,4.0,0.0,0.0,0.0,1,15.0
3137,0.0,0.0,96.0,52.0,0.0,2.0,0.0,0.0,1,15.0
852,0.0,0.0,20.0,29.0,0.0,1.0,1.0,0.0,1,6.0
2005,0.0,0.0,62.0,57.0,2.0,0.0,0.0,0.0,2,15.0
5113,1.0,0.0,56.0,41.0,0.0,0.0,0.0,0.0,4,11.0
4999,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,4,2.0
3959,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3,1.0
386,0.0,0.0,64.0,55.0,2.0,0.0,0.0,0.0,2,15.0
1551,0.0,0.0,18.0,2.0,0.0,0.0,2.0,0.0,2,2.0
213,0.0,0.0,110.0,38.0,0.0,2.0,0.0,0.0,1,15.0
5967,1.0,0.0,46.0,55.0,0.0,0.0,0.0,0.0,4,15.0
1975,0.0,0.0,6.0,5.0,0.0,1.0,2.0,0.0,1,3.0
4870,1.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,3,0.0
2462,0.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,2,8.0
2753,0.0,0.0,32.0,18.0,2.0,2.0,0.0,0.0,4,15.0
5308,0.0,0.0,65.0,17.0,4.0,1.0,0.0,0.0,2,15.0
6682,0.0,0.0,68.0,58.0,0.0,1.0,0.0,0.0,4,15.0
1361,0.0,0.0,36.0,47.0,1.0,1.0,0.0,0.0,1,15.0
4663,0.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,2,2.0
3318,0.0,0.0,39.0,34.0,3.0,2.0,0.0,0.0,2,15.0
6753,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3,0.0
687,0.0,0.0,10.0,14.0,0.0,0.0,1.0,0.0,2,3.0
180,0.0,0.0,156.0,75.0,2.0,0.0,0.0,0.0,1,15.0
7073,0.0,0.0,27.0,37.0,9.0,1.0,0.0,2.0,2,15.0
3454,0.0,0.0,54.0,59.0,1.0,1.0,2.0,0.0,1,15.0
6867,0.0,0.0,13.0,5.0,1.0,0.0,1.0,0.0,3,3.0
4457,0.0,0.0,35.0,17.0,4.0,0.0,0.0,0.0,4,15.0
281,1.0,0.0,25.0,17.0,0.0,0.0,0.0,0.0,1,5.0
3304,0.0,0.0,101.0,68.0,0.0,1.0,0.0,0.0,1,7.0
5500,0.0,0.0,85.0,49.0,0.0,3.0,0.0,0.0,3,15.0
2504,1.0,1.0,35.0,21.0,1.0,1.0,0.0,0.0,2,8.0
292,1.0,0.0,30.0,16.0,1.0,0.0,1.0,0.0,1,4.0
3102,0.0,0.0,24.0,8.0,2.0,0.0,3.0,0.0,1,6.0
4630,0.0,0.0,27.0,14.0,2.0,6.0,0.0,0.0,1,15.0
5583,1.0,0.0,67.0,45.0,0.0,0.0,0.0,0.0,2,15.0
1002,0.0,0.0,35.0,25.0,3.0,0.0,1.0,0.0,2,9.0
3265,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1,2.0
2259,0.0,0.0,26.0,17.0,2.0,0.0,0.0,0.0,3,15.0
6309,0.0,0.0,12.0,19.0,2.0,1.0,2.0,1.0,2,12.0
39,0.0,0.0,127.0,22.0,0.0,1.0,0.0,0.0,4,20.0
6293,0.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,2,2.0
2780,2.0,0.0,29.0,14.0,2.0,0.0,1.0,1.0,1,8.0
5958,0.0,0.0,37.0,22.0,3.0,0.0,1.0,2.0,2,8.0
6108,0.0,0.0,28.0,14.0,1.0,3.0,1.0,1.0,3,15.0
273,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4,1.0
3337,0.0,0.0,67.0,16.0,4.0,0.0,0.0,0.0,2,9.0
2909,0.0,0.0,17.0,10.0,2.0,0.0,1.0,0.0,1,7.0
6160,0.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,3,4.0
6711,0.0,1.0,24.0,16.0,1.0,0.0,1.0,0.0,2,4.0
6336,0.0,0.0,15.0,5.0,4.0,0.0,1.0,5.0,2,15.0
6737,0.0,0.0,6.0,3.0,2.0,0.0,1.0,0.0,3,3.0
111,1.0,0.0,39.0,24.0,0.0,0.0,0.0,0.0,3,7.0
3248,0.0,1.0,23.0,44.0,3.0,0.0,3.0,1.0,2,15.0
1403,0.0,0.0,71.0,59.0,0.0,1.0,0.0,1.0,4,15.0
2624,0.0,0.0,56.0,56.0,3.0,0.0,0.0,1.0,2,15.0
222,0.0,0.0,31.0,34.0,0.0,5.0,0.0,0.0,1,15.0
4060,0.0,0.0,86.0,77.0,3.0,1.0,0.0,1.0,2,25.0
4969,0.0,0.0,65.0,2.0,2.0,0.0,4.0,0.0,1,13.0
4371,0.0,0.0,31.0,3.0,0.0,0.0,2.0,0.0,2,6.0
7043,0.0,0.0,88.0,57.0,2.0,0.0,1.0,0.0,3,15.0
83,0.0,0.0,101.0,53.0,1.0,0.0,0.0,0.0,3,15.0
882,0.0,0.0,17.0,6.0,4.0,0.0,0.0,0.0,3,15.0
6887,1.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,4,2.0
5204,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,4,1.0
464,0.0,1.0,10.0,20.0,1.0,0.0,2.0,1.0,3,6.0
6540,1.0,0.0,41.0,12.0,1.0,0.0,2.0,2.0,2,7.0
555,0.0,0.0,109.0,82.0,0.0,0.0,0.0,0.0,3,9.0
5032,1.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,3,1.0
2398,1.0,0.0,60.0,39.0,1.0,2.0,0.0,0.0,2,15.0
6252,0.0,0.0,25.0,7.0,0.0,3.0,1.0,0.0,2,7.0
2270,1.0,0.0,71.0,36.0,0.0,0.0,0.0,0.0,2,15.0
7053,1.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,4,0.0
4235,0.0,0.0,51.0,25.0,1.0,0.0,0.0,1.0,3,15.0
2474,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2353,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1,2.0
6416,0.0,0.0,6.0,8.0,1.0,0.0,1.0,0.0,3,2.0
2168,0.0,0.0,85.0,78.0,1.0,0.0,0.0,0.0,2,15.0
4310,0.0,0.0,45.0,43.0,1.0,1.0,0.0,0.0,3,15.0
6247,0.0,0.0,10.0,17.0,0.0,1.0,1.0,1.0,2,4.0
6564,0.0,0.0,56.0,23.0,1.0,2.0,0.0,3.0,2,15.0
657,0.0,0.0,163.0,119.0,0.0,2.0,0.0,0.0,2,20.0
715,3.0,0.0,29.0,10.0,0.0,0.0,0.0,0.0,2,1.0
6359,1.0,0.0,16.0,7.0,1.0,0.0,0.0,0.0,4,3.0
3817,3.0,0.0,73.0,46.0,2.0,0.0,1.0,0.0,2,12.0
5715,0.0,0.0,88.0,73.0,1.0,0.0,0.0,0.0,2,15.0
3649,1.0,0.0,26.0,1.0,0.0,0.0,2.0,0.0,1,1.0
3090,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2,0.0
4993,0.0,0.0,26.0,31.0,6.0,1.0,1.0,1.0,1,15.0
1436,0.0,0.0,28.0,20.0,0.0,5.0,3.0,0.0,2,15.0
1225,0.0,1.0,71.0,42.0,1.0,1.0,1.0,0.0,3,15.0
5676,0.0,0.0,19.0,4.0,1.0,0.0,1.0,0.0,2,1.0
1942,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0
104,0.0,0.0,105.0,64.0,0.0,4.0,0.0,0.0,1,15.0
1073,0.0,0.0,36.0,7.0,2.0,0.0,0.0,0.0,2,6.0
317,0.0,0.0,26.0,4.0,2.0,0.0,2.0,0.0,1,8.0
1299,1.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,2,2.0
1439,0.0,0.0,20.0,21.0,4.0,2.0,0.0,0.0,2,15.0
4192,1.0,0.0,58.0,56.0,1.0,0.0,2.0,0.0,1,15.0
5852,0.0,0.0,11.0,17.0,5.0,2.0,0.0,4.0,2,15.0
3157,1.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,2,3.0
4276,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1,0.0
6014,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,2,1.0
3034,2.0,0.0,58.0,10.0,0.0,1.0,0.0,0.0,3,6.0
6154,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,3,2.0
1114,0.0,0.0,141.0,70.0,0.0,1.0,0.0,0.0,2,15.0
5638,1.0,0.0,62.0,29.0,2.0,0.0,0.0,0.0,2,15.0
5468,0.0,0.0,32.0,22.0,2.0,1.0,1.0,1.0,1,15.0
4576,0.0,0.0,11.0,5.0,2.0,1.0,1.0,0.0,2,8.0
7495,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4,0.0
3941,0.0,0.0,32.0,6.0,0.0,3.0,1.0,1.0,2,15.0
691,1.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,2,2.0
5444,1.0,0.0,53.0,28.0,0.0,2.0,1.0,0.0,3,10.0
6282,0.0,0.0,22.0,24.0,11.0,0.0,2.0,0.0,2,15.0
2791,1.0,0.0,17.0,20.0,1.0,0.0,1.0,0.0,2,4.0
3408,0.0,0.0,51.0,47.0,0.0,5.0,2.0,0.0,1,15.0
5790,0.0,0.0,63.0,10.0,3.0,0.0,0.0,2.0,2,15.0
2475,0.0,0.0,47.0,48.0,2.0,0.0,0.0,0.0,2,15.0
6088,0.0,0.0,60.0,28.0,3.0,0.0,1.0,0.0,3,15.0
329,1.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,4,1.0
2676,0.0,0.0,32.0,18.0,2.0,0.0,1.0,2.0,1,7.0
7025,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2,1.0
2198,1.0,0.0,81.0,75.0,0.0,4.0,0.0,0.0,2,15.0
4724,1.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,2,2.0
4399,1.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,2,6.0
6437,0.0,0.0,40.0,7.0,4.0,0.0,2.0,0.0,2,15.0
3348,0.0,0.0,94.0,35.0,2.0,1.0,0.0,0.0,2,15.0
5026,1.0,0.0,50.0,18.0,7.0,0.0,0.0,0.0,1,15.0
4405,0.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,1,7.0
2813,1.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,2,1.0
5070,1.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,2,1.0
3906,0.0,0.0,98.0,35.0,4.0,0.0,0.0,0.0,3,15.0
1691,0.0,0.0,50.0,83.0,0.0,0.0,0.0,0.0,2,15.0
351,0.0,0.0,100.0,39.0,3.0,0.0,1.0,0.0,2,15.0
5426,0.0,0.0,97.0,55.0,0.0,1.0,0.0,1.0,3,15.0
3256,1.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,2,4.0
4016,1.0,0.0,32.0,22.0,0.0,0.0,0.0,0.0,4,9.0
4732,0.0,0.0,70.0,22.0,3.0,1.0,2.0,0.0,2,15.0
1640,0.0,0.0,53.0,44.0,4.0,1.0,0.0,0.0,2,15.0
6740,1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,2,1.0
3513,1.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,2,5.0
3835,2.0,0.0,46.0,9.0,0.0,0.0,0.0,0.0,2,4.0
880,1.0,0.0,116.0,90.0,1.0,1.0,0.0,0.0,2,15.0
4786,0.0,0.0,24.0,42.0,1.0,1.0,0.0,0.0,2,15.0
7112,0.0,0.0,13.0,2.0,3.0,0.0,1.0,0.0,2,3.0
3647,0.0,0.0,9.0,14.0,2.0,0.0,1.0,0.0,4,6.0
2241,1.0,0.0,34.0,22.0,0.0,3.0,0.0,0.0,3,15.0
3356,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1,0.0
5692,0.0,0.0,81.0,16.0,11.0,0.0,2.0,0.0,2,15.0
5831,0.0,0.0,19.0,0.0,0.0,1.0,0.0,1.0,2,4.0
2143,0.0,0.0,86.0,46.0,0.0,0.0,0.0,0.0,4,15.0
7397,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,4,0.0
4373,2.0,0.0,27.0,8.0,0.0,0.0,0.0,0.0,2,2.0
5830,2.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,3,1.0
85,1.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,3,3.0
4288,0.0,0.0,32.0,28.0,4.0,0.0,0.0,0.0,2,15.0
1895,0.0,0.0,22.0,10.0,1.0,0.0,0.0,0.0,2,4.0
2827,0.0,0.0,110.0,51.0,0.0,0.0,0.0,0.0,4,25.0
5868,0.0,0.0,66.0,17.0,0.0,2.0,0.0,0.0,3,15.0
2664,0.0,0.0,35.0,26.0,2.0,0.0,1.0,0.0,1,9.0
6553,0.0,0.0,24.0,26.0,0.0,2.0,0.0,2.0,3,15.0
2906,1.0,0.0,23.0,6.0,0.0,0.0,0.0,0.0,3,3.0
7052,0.0,0.0,16.0,17.0,1.0,4.0,1.0,0.0,3,14.0
497,1.0,0.0,41.0,49.0,0.0,0.0,0.0,0.0,3,9.0
2038,2.0,0.0,28.0,9.0,0.0,0.0,0.0,0.0,2,3.0
2549,0.0,0.0,5.0,23.0,2.0,1.0,1.0,0.0,1,8.0
7482,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,4,1.0
3522,1.0,0.0,32.0,20.0,0.0,0.0,0.0,0.0,4,7.0
5745,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2,0.0
5474,0.0,0.0,129.0,143.0,0.0,0.0,0.0,0.0,2,15.0
1280,0.0,1.0,69.0,29.0,4.0,0.0,0.0,0.0,1,9.0
4140,0.0,0.0,23.0,28.0,2.0,0.0,0.0,1.0,2,10.0
5446,0.0,0.0,83.0,65.0,5.0,0.0,0.0,0.0,3,15.0
2921,0.0,0.0,51.0,29.0,10.0,0.0,1.0,0.0,2,15.0
5705,0.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,2,2.0
6146,1.0,1.0,55.0,70.0,3.0,0.0,0.0,1.0,2,15.0
624,0.0,0.0,81.0,64.0,0.0,0.0,0.0,0.0,1,15.0
6368,0.0,0.0,31.0,21.0,4.0,4.0,3.0,5.0,2,15.0
4101,2.0,0.0,80.0,28.0,2.0,2.0,0.0,0.0,2,15.0
4088,0.0,0.0,16.0,33.0,4.0,1.0,0.0,0.0,4,15.0
3985,1.0,0.0,15.0,14.0,2.0,0.0,0.0,0.0,2,3.0
5726,2.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,1,0.0
4434,1.0,0.0,42.0,33.0,0.0,1.0,0.0,1.0,2,9.0
1425,0.0,0.0,49.0,31.0,1.0,3.0,2.0,2.0,2,15.0
2223,0.0,0.0,59.0,34.0,1.0,3.0,0.0,0.0,2,15.0
2020,1.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,1,3.0
5546,0.0,0.0,9.0,8.0,1.0,0.0,1.0,0.0,2,2.0
878,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,2,0.0
2382,0.0,0.0,104.0,68.0,0.0,1.0,0.0,0.0,2,10.0
2025,0.0,0.0,15.0,4.0,2.0,1.0,2.0,2.0,2,6.0
3117,1.0,0.0,27.0,39.0,1.0,0.0,0.0,0.0,2,4.0
3643,0.0,0.0,72.0,29.0,7.0,0.0,0.0,0.0,2,15.0
7022,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1.0
359,1.0,0.0,125.0,100.0,0.0,1.0,1.0,0.0,2,15.0
1171,0.0,1.0,18.0,41.0,2.0,0.0,1.0,0.0,2,6.0
5650,0.0,0.0,104.0,73.0,0.0,0.0,0.0,0.0,1,15.0
3091,1.0,0.0,47.0,29.0,0.0,1.0,0.0,0.0,2,15.0
7007,0.0,0.0,13.0,19.0,1.0,3.0,3.0,0.0,2,9.0
3189,0.0,2.0,84.0,51.0,0.0,0.0,0.0,0.0,2,15.0
3740,0.0,0.0,17.0,17.0,0.0,1.0,0.0,0.0,1,15.0
4691,0.0,0.0,85.0,61.0,1.0,0.0,0.0,0.0,2,15.0
2631,2.0,0.0,42.0,27.0,1.0,0.0,0.0,0.0,3,5.0
7354,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,4,3.0
1908,0.0,0.0,66.0,50.0,1.0,1.0,0.0,0.0,2,15.0
583,0.0,0.0,62.0,22.0,0.0,1.0,1.0,0.0,2,9.0
2343,0.0,0.0,72.0,23.0,3.0,2.0,0.0,0.0,1,15.0
3987,0.0,0.0,48.0,46.0,1.0,1.0,1.0,0.0,2,15.0
1706,0.0,0.0,120.0,49.0,2.0,0.0,1.0,0.0,1,15.0
871,0.0,0.0,29.0,21.0,2.0,0.0,1.0,0.0,2,8.0
5944,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,3,1.0
4586,0.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,1,2.0
2404,0.0,0.0,19.0,13.0,0.0,2.0,0.0,0.0,2,7.0
2402,0.0,0.0,19.0,42.0,0.0,3.0,2.0,0.0,1,6.0
5827,0.0,0.0,6.0,22.0,3.0,1.0,6.0,0.0,2,15.0
5246,2.0,0.0,57.0,11.0,2.0,0.0,0.0,0.0,1,9.0
3336,0.0,0.0,37.0,43.0,0.0,0.0,2.0,2.0,2,15.0
6570,0.0,0.0,9.0,5.0,1.0,1.0,4.0,0.0,3,3.0
4020,1.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,3,5.0
1125,0.0,0.0,181.0,134.0,0.0,1.0,0.0,0.0,1,15.0
1554,0.0,0.0,36.0,49.0,0.0,0.0,0.0,0.0,3,15.0
7016,0.0,0.0,54.0,9.0,5.0,0.0,0.0,0.0,3,15.0
5721,1.0,0.0,43.0,32.0,0.0,0.0,0.0,0.0,3,9.0
6839,0.0,0.0,22.0,16.0,5.0,0.0,0.0,1.0,2,15.0
7228,1.0,0.0,31.0,39.0,0.0,0.0,0.0,0.0,4,9.0
4072,0.0,0.0,57.0,30.0,3.0,1.0,0.0,0.0,2,15.0
5027,0.0,0.0,5.0,8.0,4.0,0.0,4.0,0.0,2,15.0
7300,1.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,3,2.0
5101,1.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,1,3.0
4980,1.0,0.0,44.0,16.0,0.0,1.0,0.0,0.0,2,4.0
4852,0.0,0.0,71.0,45.0,0.0,2.0,0.0,0.0,2,15.0
3395,0.0,0.0,103.0,57.0,0.0,4.0,0.0,0.0,1,15.0
2524,0.0,0.0,57.0,49.0,6.0,0.0,1.0,1.0,2,15.0
6573,0.0,0.0,32.0,31.0,2.0,3.0,1.0,2.0,2,15.0
6906,0.0,1.0,28.0,18.0,3.0,0.0,1.0,2.0,2,10.0
6592,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4,0.0
6600,0.0,0.0,15.0,15.0,1.0,1.0,3.0,0.0,3,7.0
7327,1.0,0.0,22.0,26.0,0.0,3.0,1.0,0.0,4,5.0
4138,0.0,0.0,46.0,44.0,0.0,1.0,0.0,0.0,2,15.0
5599,0.0,0.0,73.0,39.0,0.0,0.0,0.0,0.0,2,15.0
4762,0.0,0.0,5.0,3.0,1.0,0.0,1.0,1.0,2,2.0
7082,0.0,0.0,12.0,5.0,2.0,0.0,2.0,0.0,3,6.0
3792,0.0,1.0,176.0,63.0,1.0,4.0,0.0,0.0,1,25.0
5748,0.0,0.0,25.0,32.0,4.0,2.0,3.0,0.0,2,15.0
5524,1.0,0.0,45.0,38.0,0.0,3.0,0.0,0.0,2,9.0
4948,1.0,0.0,53.0,49.0,1.0,1.0,1.0,0.0,1,14.0
7127,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,4,6.0
2071,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1,2.0
1793,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0.0
3896,0.0,0.0,75.0,66.0,0.0,0.0,0.0,0.0,1,15.0
3343,0.0,0.0,81.0,60.0,1.0,1.0,1.0,0.0,2,15.0
6025,0.0,0.0,25.0,16.0,3.0,0.0,2.0,0.0,3,6.0
2560,0.0,0.0,101.0,24.0,0.0,0.0,0.0,0.0,1,15.0
6069,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,2,1.0
4152,0.0,0.0,49.0,58.0,0.0,1.0,0.0,0.0,2,15.0
1606,0.0,0.0,55.0,8.0,4.0,0.0,0.0,0.0,2,15.0
1739,2.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,3,2.0
5819,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,2,3.0
4635,1.0,0.0,63.0,36.0,1.0,0.0,0.0,0.0,2,15.0
2635,0.0,1.0,92.0,65.0,0.0,0.0,0.0,0.0,3,15.0
5065,0.0,0.0,74.0,17.0,3.0,0.0,0.0,0.0,4,15.0
493,1.0,0.0,78.0,51.0,0.0,0.0,0.0,0.0,2,15.0
6255,0.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,4,15.0
2936,0.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,3,4.0
1015,1.0,0.0,28.0,13.0,0.0,1.0,0.0,0.0,2,3.0
4486,0.0,1.0,24.0,37.0,0.0,0.0,0.0,0.0,3,6.0
3462,0.0,0.0,13.0,7.0,1.0,0.0,3.0,0.0,1,3.0
2527,0.0,0.0,25.0,10.0,0.0,1.0,1.0,0.0,2,3.0
4697,0.0,0.0,13.0,18.0,1.0,0.0,1.0,0.0,2,9.0
2338,0.0,0.0,78.0,39.0,2.0,0.0,0.0,0.0,3,15.0
3440,0.0,0.0,32.0,17.0,3.0,4.0,1.0,3.0,2,15.0
4232,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2,0.0
2578,0.0,0.0,26.0,24.0,0.0,0.0,0.0,0.0,2,5.0
1429,0.0,0.0,4.0,23.0,1.0,0.0,0.0,0.0,4,4.0
3123,1.0,0.0,36.0,17.0,0.0,1.0,0.0,1.0,3,7.0
25,0.0,0.0,230.0,89.0,0.0,0.0,0.0,0.0,1,25.0
2433,0.0,0.0,55.0,32.0,5.0,0.0,0.0,0.0,1,15.0
3300,1.0,0.0,119.0,82.0,1.0,0.0,1.0,0.0,1,12.0
1122,0.0,0.0,107.0,45.0,1.0,0.0,0.0,0.0,2,15.0
7094,1.0,0.0,28.0,18.0,4.0,0.0,2.0,0.0,4,9.0
1565,0.0,0.0,102.0,42.0,2.0,0.0,0.0,0.0,4,25.0
6357,0.0,0.0,52.0,38.0,1.0,1.0,0.0,0.0,3,15.0
6295,1.0,0.0,67.0,11.0,0.0,0.0,0.0,0.0,2,8.0
3681,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1.0
3244,1.0,0.0,26.0,16.0,0.0,0.0,0.0,1.0,2,10.0
3432,0.0,1.0,73.0,53.0,3.0,1.0,0.0,0.0,3,15.0
436,0.0,0.0,149.0,51.0,1.0,4.0,1.0,0.0,2,15.0
988,1.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,3,4.0
2679,1.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,3,1.0
1865,0.0,0.0,4.0,11.0,1.0,0.0,1.0,0.0,4,2.0
5048,0.0,0.0,44.0,23.0,6.0,0.0,4.0,3.0,2,15.0
4369,0.0,0.0,83.0,36.0,3.0,1.0,0.0,0.0,4,15.0
1136,0.0,0.0,59.0,40.0,2.0,2.0,0.0,0.0,2,15.0
4572,0.0,0.0,28.0,33.0,0.0,3.0,0.0,0.0,3,9.0
5516,0.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,3,4.0
4435,0.0,0.0,21.0,43.0,6.0,1.0,0.0,0.0,1,15.0
2542,0.0,1.0,0.0,25.0,1.0,0.0,1.0,0.0,4,7.0
7144,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,2,1.0
1111,0.0,0.0,112.0,57.0,1.0,2.0,0.0,1.0,3,15.0
3306,0.0,1.0,21.0,49.0,0.0,1.0,0.0,0.0,4,15.0
3786,0.0,0.0,124.0,70.0,0.0,1.0,0.0,0.0,2,15.0
5050,0.0,0.0,46.0,64.0,0.0,0.0,0.0,0.0,3,15.0
4504,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,1,1.0
5511,2.0,0.0,42.0,38.0,0.0,0.0,0.0,0.0,3,15.0
6602,3.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,4,2.0
196,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1,1.0
621,0.0,0.0,182.0,123.0,1.0,0.0,0.0,0.0,3,25.0
649,0.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,1,2.0
5348,0.0,0.0,5.0,20.0,2.0,0.0,2.0,0.0,3,15.0
3315,0.0,0.0,41.0,5.0,5.0,0.0,0.0,0.0,3,7.0
3144,0.0,0.0,101.0,65.0,2.0,2.0,1.0,1.0,1,15.0
3793,0.0,0.0,31.0,14.0,6.0,0.0,0.0,0.0,3,15.0
2802,1.0,0.0,29.0,20.0,0.0,0.0,0.0,0.0,2,4.0
6097,0.0,0.0,18.0,11.0,2.0,0.0,1.0,0.0,3,2.0
